date, pm10, o3, no2, so2, co
2019/7/11, 11, 33, 32, , 
2019/7/12, 11, 29, 27, , 
2019/7/13, 6, 32, 17, , 
2019/7/14, 14, 40, 20, , 
2019/7/15, 12, 41, 39, , 
2019/7/16, 41, 51, 43, , 
2019/7/17, 9, 54, 49, , 
2019/7/20, 24, 37, 26, , 
2019/7/21, 15, 39, 38, , 
2019/7/22, 21, 54, 28, , 
2019/7/23, 24, 72, 48, , 
2019/7/24, 28, 59, 36, , 
2019/7/25, 28, 76, 43, , 
2019/7/26, 31, 50, 28, , 
2019/7/27, 22, 37, 27, , 
2019/7/28, 20, 24, 30, , 
2019/7/29, 20, 43, 41, , 
2019/7/30, 23, 27, 38, , 
2019/7/31, 19, 41, 34, , 
2019/8/1, 20, 41, 36, , 
2019/8/2, 22, 37, 28, , 
2019/8/3, 18, 48, 29, , 
2019/8/4, 16, 44, 45, , 
2019/8/5, 21, 39, 38, , 
2019/8/6, 17, 29, 35, , 
2019/8/7, 18, 33, 37, , 
2019/8/8, 16, 34, 37, , 
2019/8/9, 19, 27, 29, , 
2019/8/10, 13, 39, 13, , 
2019/8/11, 9, 27, 28, , 
2019/8/12, 15, 28, 31, , 
2019/8/13, 13, 35, 34, , 
2019/8/14, 17, 27, 22, , 
2019/8/15, 15, 31, 25, , 
2019/8/16, 12, 35, 30, , 
2019/8/17, 18, 40, 31, , 
2019/8/18, 16, 33, 32, , 
2019/8/19, 12, 25, 26, , 
2019/8/20, 18, 30, 19, , 
2019/8/21, 8, 30, 15, , 
2019/8/22, 13, 32, 19, , 
2019/8/23, 25, 44, 27, , 
2019/8/24, 27, 42, 22, , 
2019/8/25, 18, 42, 29, , 
2019/8/26, 20, 47, 37, , 
2019/8/27, 22, 59, 38, , 
2019/8/28, 27, 38, 38, , 
2019/8/29, 18, 46, 23, , 
2019/8/30, 18, 51, 34, , 
2019/8/31, 23, 42, 25, , 
2019/9/1, 13, 22, 28, , 
2019/9/2, 16, 41, 37, , 
2019/9/3, 17, 31, 33, , 
2019/9/4, 23, 27, 34, , 
2019/9/5, 24, 20, 21, , 
2019/9/6, 11, 28, 28, , 
2019/9/7, 17, 17, 24, , 
2019/9/8, 13, 17, 32, , 
2019/9/9, 15, 27, 20, , 
2019/9/10, 16, 34, 36, , 
2019/9/11, 21, 35, 39, , 
2019/9/12, 17, 39, 35, , 
2019/9/13, 22, 31, 21, , 
2019/9/14, 22, 30, 28, , 
2019/9/15, 21, 35, 39, , 
2019/9/16, 23, 26, 34, , 
2019/9/17, 23, 26, 24, , 
2019/9/18, 14, 28, 23, , 
2019/9/19, 16, 27, 20, , 
2019/9/20, 18, 25, 16, , 
2019/9/21, 16, 10, 22, , 
2019/9/22, 25, 19, 32, , 
2019/9/23, 18, 23, 22, , 
2019/9/24, 13, 19, 31, , 
2019/9/25, 15, 18, 28, , 
2019/9/26, 17, 23, 31, , 
2019/9/27, 21, 27, 28, , 
2019/9/28, 14, 30, 26, , 
2019/9/29, 13, 29, 26, , 
2019/9/30, 15, 24, 37, , 
2019/4/1, 33, 42, 29, , 
2019/4/2, 28, 40, 29, , 
2019/4/3, 20, 33, 24, , 
2019/4/4, 17, 20, 22, , 
2019/4/5, 23, 40, 18, , 
2019/4/6, 24, 31, 20, , 
2019/4/7, 15, 30, 33, , 
2019/4/8, 21, 32, 26, , 
2019/4/9, 15, 24, 26, , 
2019/4/10, 9, 26, 20, , 
2019/4/11, 31, 34, 18, , 
2019/4/12, 25, 38, 12, , 
2019/4/13, 26, 36, 12, , 
2019/4/14, 28, 40, 13, , 
2019/4/15, 28, 37, 34, , 
2019/4/16, 27, 46, 28, , 
2019/4/17, 40, 42, 14, , 
2019/4/18, 18, 48, 12, , 
2019/4/19, 12, 50, 20, , 
2019/4/20, 17, 52, 21, , 
2019/4/21, 17, 51, 10, , 
2019/4/22, 14, 41, 14, , 
2019/4/23, 18, 36, 31, , 
2019/4/24, 14, 37, 21, , 
2019/4/25, 16, 34, 31, , 
2019/4/26, 15, 34, 25, , 
2019/4/27, 11, 36, 20, , 
2019/4/28, 8, 26, 32, , 
2019/4/29, 21, 30, 34, , 
2019/4/30, 22, 50, 27, , 
2019/5/1, 22, 47, 43, , 
2019/5/2, 20, 32, 34, , 
2019/5/3, 20, 30, 26, , 
2019/5/4, 14, 30, 19, , 
2019/5/5, 10, 31, 35, , 
2019/5/6, 17, 38, 23, , 
2019/5/7, 22, 32, 30, , 
2019/5/8, 18, 34, 30, , 
2019/5/9, 9, 32, 32, , 
2019/5/10, 16, 31, 25, , 
2019/5/11, 12, 30, 26, , 
2019/5/12, 13, 37, 22, , 
2019/5/13, 11, 37, 20, , 
2019/5/14, 13, 25, 23, , 
2019/5/15, 16, 20, 18, , 
2019/5/16, 18, 35, 15, , 
2019/5/17, 13, 43, 25, , 
2019/5/18, 12, 45, 25, , 
2019/5/19, 16, 30, 37, , 
2019/5/20, 23, 32, 29, , 
2019/5/21, 7, 27, 34, , 
2019/5/22, 21, 41, 32, , 
2019/5/23, 18, 51, 43, , 
2019/5/24, 21, 50, 41, , 
2019/5/25, 26, 47, 31, , 
2019/5/26, 15, 36, 37, , 
2019/5/27, 26, 29, 36, , 
2019/5/28, 14, 28, 27, , 
2019/5/29, 14, 35, 30, , 
2019/5/30, 14, 20, 31, , 
2019/5/31, 16, 32, 20, , 
2019/6/1, 15, 40, 18, , 
2019/6/2, 16, 46, 39, , 
2019/6/3, 22, 45, 25, , 
2019/6/4, 18, 44, 32, , 
2019/6/5, 24, 30, 34, , 
2019/6/6, 21, 37, 15, , 
2019/6/7, 16, 34, 25, , 
2019/6/8, 10, 41, 17, , 
2019/6/9, 15, 38, 20, , 
2019/6/10, 19, 31, 24, , 
2019/6/11, 17, 24, 25, , 
2019/6/12, 15, 48, 34, , 
2019/6/13, 15, 55, 28, , 
2019/6/14, 27, 44, 30, , 
2019/6/15, 24, 40, 21, , 
2019/6/16, 9, 47, 18, , 
2019/6/17, 16, 57, 41, , 
2019/6/18, 23, 56, 47, , 
2019/6/19, 17, 44, 24, , 
2019/6/20, 15, 37, 26, , 
2019/6/21, 15, 37, 13, , 
2019/6/22, 11, 37, 15, , 
2019/6/23, 11, 44, 12, , 
2019/6/24, 13, 57, 30, , 
2019/6/25, 20, 75, 48, , 
2019/6/26, 37, 85, 55, , 
2019/6/27, 45, 52, 39, , 
2019/6/28, 16, 56, 23, , 
2019/6/29, 23, 63, 43, , 
2019/6/30, 22, 44, 42, , 
2019/1/1, 54, 27, 23, , 
2019/1/2, 12, 21, 29, , 
2019/1/3, 31, 18, 29, , 
2019/1/4, 27, 19, 15, , 
2019/1/5, 11, 14, 21, , 
2019/1/6, 8, 12, 30, , 
2019/1/7, 14, 22, 19, , 
2019/1/8, 7, 27, 29, , 
2019/1/9, 9, 19, 31, , 
2019/1/10, 14, 23, 35, , 
2019/1/11, 15, 20, 18, , 
2019/1/12, 10, 20, 10, , 
2019/1/13, 3, 25, 29, , 
2019/1/14, 6, 23, 31, , 
2019/1/15, 14, 17, 43, , 
2019/1/16, 35, 23, 32, , 
2019/1/17, 27, 25, 32, , 
2019/1/18, 27, 16, 20, , 
2019/1/19, 29, 3, 29, , 
2019/1/20, 51, 4, 26, , 
2019/1/21, 51, 8, 28, , 
2019/1/22, 49, 9, 25, , 
2019/1/23, 50, 9, 32, , 
2019/1/24, 56, 16, 35, , 
2019/1/25, 51, 29, 24, , 
2019/1/26, 16, 23, 32, , 
2019/1/27, 14, 25, 21, , 
2019/1/28, 17, 22, 29, , 
2019/1/29, 27, 22, 33, , 
2019/1/30, 35, 21, 36, , 
2019/1/31, 34, 12, 31, , 
2019/2/1, 46, 13, 36, , 
2019/2/2, 29, 17, 24, , 
2019/2/3, 23, 17, 30, , 
2019/2/4, 22, 17, 34, , 
2019/2/5, 28, 7, 30, , 
2019/2/6, 32, 12, 47, , 
2019/2/7, 31, 26, 37, , 
2019/2/8, 16, 30, 26, , 
2019/2/9, 15, 32, 26, , 
2019/2/10, 15, 31, 28, , 
2019/2/11, 12, 24, 33, , 
2019/2/12, 31, 17, 37, , 
2019/2/13, 41, 15, 43, , 
2019/2/14, 28, 13, 36, , 
2019/2/15, 24, 23, 50, , 
2019/2/16, 49, 28, 40, , 
2019/2/17, 25, 15, 49, , 
2019/2/18, 43, 28, 44, , 
2019/2/19, 49, 22, 38, , 
2019/2/20, 57, 25, 41, , 
2019/2/21, 58, 19, 28, , 
2019/2/22, 41, 29, 11, , 
2019/2/23, 12, 22, 19, , 
2019/2/24, 14, 16, 34, , 
2019/2/25, 32, 19, 44, , 
2019/2/26, 44, 18, 44, , 
2019/2/27, 44, 33, 35, , 
2019/2/28, 41, 28, 29, , 
2019/3/1, 15, 24, 29, , 
2019/3/2, 29, 34, 20, , 
2019/3/3, 10, 34, 23, , 
2019/3/4, 12, 32, 22, , 
2019/3/5, 11, 23, 24, , 
2019/3/6, 14, 29, 33, , 
2019/3/7, 16, 30, 23, , 
2019/3/8, 12, 30, 14, , 
2019/3/9, 8, 32, 11, , 
2019/3/10, 6, 33, 26, , 
2019/3/11, 12, 31, 31, , 
2019/3/12, 19, 31, 26, , 
2019/3/13, 13, 29, 21, , 
2019/3/14, 9, 29, 22, , 
2019/3/15, 7, 28, 19, , 
2019/3/16, 9, 39, 23, , 
2019/3/17, 8, 32, 29, , 
2019/3/18, 15, 28, 33, , 
2019/3/19, 26, 32, 33, , 
2019/3/20, 29, 34, 28, , 
2019/3/21, 24, 30, 35, , 
2019/3/22, 35, 43, 42, , 
2019/3/23, 42, 49, 34, , 
2019/3/24, 45, 32, 29, , 
2019/3/25, 26, 30, 32, , 
2019/3/26, 15, 24, 32, , 
2019/3/27, 29, 30, 23, , 
2019/3/28, 19, 29, 17, , 
2019/3/29, 18, 37, 34, , 
2019/3/30, 25, 47, 27, , 
2019/3/31, 21, 35, 19, , 
2018/10/1, 39, 26, 33, , 
2018/10/2, 44, 22, 22, , 
2018/10/3, 22, 21, 24, , 
2018/10/10, 22, 22, 37, , 
2018/10/11, 18, 29, 40, , 
2018/10/12, 24, 25, 25, , 
2018/10/13, 27, 27, 24, , 
2018/10/14, 21, 20, 40, , 
2018/10/15, 29, 26, 47, , 
2018/10/16, 40, 26, 39, , 
2018/10/17, 39, 21, 42, , 
2018/10/18, 50, 21, 35, , 
2018/10/19, 56, 25, 33, , 
2018/10/20, 47, 29, 15, , 
2018/10/21, 20, 20, 28, , 
2018/10/22, 21, 28, 31, , 
2018/10/23, 31, 25, 23, , 
2018/10/24, 15, 12, 26, , 
2018/10/25, 14, 12, 32, , 
2018/10/26, 23, 22, 25, , 
2018/10/27, 20, 18, 11, , 
2018/10/28, 5, 7, 12, , 
2018/10/29, 12, 27, 20, , 
2018/10/30, 8, 7, 21, , 
2018/10/31, 16, 5, 28, , 
2018/11/1, 20, 3, 28, , 
2018/11/2, 30, 9, 15, , 
2018/11/3, 26, 8, 6, , 
2018/11/4, 15, 2, 25, , 
2018/11/5, 22, 6, 38, , 
2018/11/6, 15, 5, 28, , 
2018/11/7, 34, 8, 23, , 
2018/11/8, 27, 4, 21, , 
2018/11/9, 35, 5, 13, , 
2018/11/10, 17, 6, 16, , 
2018/11/11, 15, 5, 26, , 
2018/11/12, 25, 14, 35, , 
2018/11/13, 22, 11, 25, , 
2018/11/14, 27, 8, 18, , 
2018/11/15, 18, 12, 18, , 
2018/11/16, 25, 19, 11, , 
2018/11/17, 18, 18, 13, , 
2018/11/18, 19, 18, 13, , 
2018/11/19, 21, 12, 17, , 
2018/11/20, 18, 4, 17, , 
2018/11/21, 22, 5, 21, , 
2018/11/22, 25, 2, 15, , 
2018/11/23, 16, 5, 29, , 
2018/11/24, 19, 7, 16, , 
2018/11/25, 17, 3, 21, , 
2018/11/26, 10, , 26, , 
2018/11/27, 19, , 18, , 
2018/11/28, 21, 1, 21, , 
2018/11/29, 27, 15, 30, , 
2018/11/30, 42, 13, 29, , 
2018/12/1, 14, 22, 21, , 
2018/12/2, 9, 27, 21, , 
2018/12/3, 8, 27, 27, , 
2018/12/4, 13, 13, 19, , 
2018/12/5, 20, 13, 32, , 
2018/12/6, 15, 23, 29, , 
2018/12/7, 14, 29, 10, , 
2018/12/8, 7, 30, 11, , 
2018/12/9, 5, 26, 30, , 
2018/12/10, 11, 22, 30, , 
2018/12/11, 14, 13, 29, , 
2018/12/12, 22, 11, 13, , 
2018/12/13, 18, 12, 16, , 
2018/12/14, 21, 15, 14, , 
2018/12/15, 19, 4, 31, , 
2018/12/16, 22, 10, 36, , 
2018/12/17, 22, 10, 27, , 
2018/12/18, 18, 4, 37, , 
2018/12/19, 44, 20, 36, , 
2018/12/20, 27, 26, 25, , 
2018/12/21, 16, 25, 15, , 
2018/12/22, 9, 24, 16, , 
2018/12/23, 8, 22, 17, , 
2018/12/24, 6, 13, 19, , 
2018/12/25, 18, 8, 22, , 
2018/12/26, 23, 1, 31, , 
2018/12/27, 31, 7, 33, , 
2018/12/28, 33, 12, 25, , 
2018/12/29, 33, 16, 15, , 
2018/12/30, 13, , , , 
2018/7/1, 7, 44, 15, , 
2018/7/2, 10, 44, 45, , 
2018/7/3, 23, 44, 53, , 
2018/7/4, 23, 39, 46, , 
2018/7/5, 22, 30, 40, , 
2018/7/6, 21, 46, 36, , 
2018/7/7, 16, 47, 32, , 
2018/7/8, 21, 42, 41, , 
2018/7/9, 20, 29, 40, , 
2018/7/10, 24, 31, 37, , 
2018/7/11, 17, 41, 45, , 
2018/7/12, 28, 51, 56, , 
2018/7/13, 31, 54, 38, , 
2018/7/14, 26, 54, 28, , 
2018/7/15, 8, 50, 42, , 
2018/7/16, 3, 48, 50, , 
2018/7/17, 7, 53, 51, , 
2018/7/18, 22, 57, 45, , 
2018/7/19, 21, 74, 39, , 
2018/7/20, 13, 36, 38, , 
2018/7/31, 19, 78, 41, , 
2018/8/1, 22, 64, 40, , 
2018/8/2, 25, 61, 28, , 
2018/8/3, 31, 65, 31, , 
2018/8/4, 30, 74, 28, , 
2018/8/5, 26, 62, 23, , 
2018/8/6, 20, 50, 43, , 
2018/8/7, 20, 53, 44, , 
2018/8/8, 22, 59, 32, , 
2018/8/9, 17, 30, 29, , 
2018/8/10, 13, 39, 26, , 
2018/8/11, 13, 48, 20, , 
2018/8/12, 16, 40, 39, , 
2018/8/13, 19, 30, 33, , 
2018/8/14, 10, 40, 24, , 
2018/8/15, 13, 44, 22, , 
2018/8/16, 15, 52, 40, , 
2018/8/17, 21, 52, 31, , 
2018/8/18, 27, 66, 34, , 
2018/8/19, 22, 60, 48, , 
2018/8/20, 25, 44, 32, , 
2018/8/21, 26, 67, 42, , 
2018/8/22, 41, 62, 46, , 
2018/8/23, 17, 33, 34, , 
2018/8/24, 12, 23, 23, , 
2018/8/25, 14, 31, 19, , 
2018/8/26, 9, 32, 33, , 
2018/8/27, 14, 37, 25, , 
2018/8/28, 20, 43, 33, , 
2018/8/29, 22, 29, 35, , 
2018/8/30, 16, 23, 26, , 
2018/8/31, 24, 19, 19, , 
2018/9/1, 15, 18, 16, , 
2018/9/2, 12, 24, 28, , 
2018/9/3, 17, 19, 35, , 
2018/9/4, 27, 39, 24, , 
2018/9/5, 24, 44, 28, , 
2018/9/6, 29, 34, 39, , 
2018/9/7, 21, 35, 26, , 
2018/9/8, 16, 43, 35, , 
2018/9/9, 20, 38, 47, , 
2018/9/10, 24, 44, 49, , 
2018/9/11, 25, 52, 60, , 
2018/9/12, 41, 41, 43, , 
2018/9/13, 34, 25, 30, , 
2018/9/14, 11, 31, 31, , 
2018/9/15, 21, 37, 24, , 
2018/9/16, 17, 38, 38, , 
2018/9/17, 23, 39, 41, , 
2018/9/18, 27, 32, 35, , 
2018/9/19, 21, 40, 37, , 
2018/9/20, 27, 39, 44, , 
2018/9/21, 27, 29, 28, , 
2018/9/22, 16, 27, 16, , 
2018/9/23, 10, 24, 31, , 
2018/9/24, 14, 25, 23, , 
2018/9/25, 12, 15, 28, , 
2018/9/26, 16, 25, 34, , 
2018/9/27, 30, 42, 43, , 
2018/9/28, 28, 28, 10, , 
2018/9/29, 13, 28, 28, , 
2018/9/30, 31, 14, 36, , 
2018/4/1, 11, , 20, , 
2018/4/2, 8, , 39, , 
2018/4/3, 22, , 38, , 
2018/4/4, 26, , 32, , 
2018/4/5, 17, , 20, , 
2018/4/6, 18, , 22, , 
2018/4/7, 17, , 22, , 
2018/4/8, 22, , 45, , 
2018/4/9, 23, , 35, , 
2018/4/10, 33, , 21, , 
2018/4/11, 17, , 31, , 
2018/4/12, 13, , 43, , 
2018/4/13, 25, , 24, , 
2018/4/14, 18, , 29, , 
2018/4/15, 21, , 41, , 
2018/4/16, 26, , 34, , 
2018/4/17, 21, , 32, , 
2018/4/18, 25, , 24, , 
2018/4/19, 18, , 32, , 
2018/4/20, 22, , 52, , 
2018/4/21, 32, , 50, , 
2018/4/22, 30, , 45, , 
2018/4/23, 30, , 41, , 
2018/4/24, 25, , 42, , 
2018/4/25, 30, , 43, , 
2018/4/26, 21, , 23, , 
2018/4/27, 18, , 23, , 
2018/4/28, 17, , 20, , 
2018/4/29, 21, , 35, , 
2018/4/30, 16, , 24, , 
2018/5/1, 10, , 29, , 
2018/5/2, 16, , 35, , 
2018/5/3, 29, , 16, , 
2018/5/4, 25, , 9, , 
2018/5/5, 22, , 10, , 
2018/5/6, 14, , 15, , 
2018/5/7, 14, , 15, , 
2018/5/8, 17, , 34, , 
2018/5/9, 19, , 28, , 
2018/5/10, 14, , 20, , 
2018/5/11, 20, , 23, , 
2018/5/12, 16, , 25, 1, 
2018/5/13, 18, , 27, 1, 
2018/5/14, 22, 34, 32, 1, 
2018/5/15, 17, 27, 46, 1, 
2018/5/16, 19, 28, 43, 1, 
2018/5/17, 24, 42, 34, 1, 
2018/5/18, 35, 42, 24, 1, 
2018/5/19, 20, 40, 9, 1, 
2018/5/20, 14, 44, 14, 1, 
2018/5/21, 9, 43, 28, 1, 
2018/5/22, 18, 47, 31, 1, 
2018/5/23, 18, 38, 36, 1, 
2018/5/24, 25, 44, 33, , 
2018/5/25, 12, 48, 20, , 
2018/5/26, 15, 56, 28, , 
2018/5/27, 20, 46, 28, , 
2018/5/28, 22, 39, 42, , 
2018/5/29, 25, 44, 25, , 
2018/5/30, 21, 46, 24, , 
2018/5/31, 22, 40, 38, , 
2018/6/1, 15, 43, 29, , 
2018/6/2, 13, 47, 19, , 
2018/6/3, 11, 52, 23, , 
2018/6/4, 17, 61, 35, , 
2018/6/5, 20, 53, 30, , 
2018/6/6, 26, 43, 41, , 
2018/6/7, 25, 41, 27, , 
2018/6/8, 23, 45, 27, , 
2018/6/9, 17, 48, 33, , 
2018/6/10, 19, 38, 34, , 
2018/6/11, 25, 32, 36, , 
2018/6/12, 19, 23, 34, , 
2018/6/13, 14, 33, 27, , 
2018/6/19, 16, 43, 27, , 
2018/6/20, 20, 33, 48, , 
2018/6/21, 26, 30, 33, , 
2018/6/22, 18, 35, 29, , 
2018/6/23, 17, 34, 20, , 
2018/6/24, 14, 27, 33, , 
2018/6/25, 14, 31, 39, , 
2018/6/26, 17, 35, 28, , 
2018/6/27, 16, 25, 38, , 
2018/6/28, 24, 33, 37, , 
2018/6/29, 30, 53, 21, , 
2018/6/30, 18, 41, 6, , 
2018/1/1, 50, , 24, 34, 
2018/1/2, 14, , 24, 32, 
2018/1/3, 10, , 24, 40, 
2018/1/4, 10, , 35, 47, 
2018/1/5, 9, , 26, 27, 
2018/1/6, 13, , 16, 18, 
2018/1/7, 16, , 12, 15, 
2018/1/8, 17, , 29, 36, 
2018/1/9, 12, , 37, 44, 
2018/1/10, 22, , 27, 33, 
2018/1/11, 38, , 19, 25, 
2018/1/12, 31, , 12, 15, 
2018/1/13, 22, , 14, 18, 
2018/1/14, 13, , 27, 33, 
2018/1/15, 14, , 27, 33, 
2018/1/16, 15, , 30, 42, 
2018/1/17, 9, , 19, 27, 
2018/1/18, 9, , 36, 48, 
2018/1/19, 9, , 27, 33, 
2018/1/20, 12, , 30, 34, 
2018/1/21, 10, , 36, 46, 
2018/1/22, 12, , 42, 51, 
2018/1/23, 17, , 41, 47, 
2018/1/24, 18, , 50, 52, 
2018/1/25, 32, , 40, 44, 
2018/1/26, 45, , 26, 28, 
2018/1/27, 50, , 25, 29, 
2018/1/28, 32, , 34, 47, 
2018/1/29, 13, , 29, 42, 
2018/1/30, 20, , 40, 49, 
2018/1/31, 27, , 40, 50, 
2018/2/1, 18, , 40, 50, 
2018/2/2, 16, , 34, 43, 
2018/2/3, 21, , 27, , 
2018/2/4, 20, , 17, 23, 
2018/2/5, 20, , 19, 26, 
2018/2/6, 23, , 29, 38, 
2018/2/7, 37, , 34, 42, 
2018/2/8, 51, , 31, 36, 
2018/2/9, 52, , 35, 46, 
2018/2/10, 51, , 30, , 
2018/2/11, 40, , 36, 48, 
2018/2/12, 20, , 26, 32, 
2018/2/13, 26, , 31, 39, 
2018/2/14, 34, , 38, 46, 
2018/2/15, 38, , 48, 52, 
2018/2/16, 24, , 24, 29, 
2018/2/17, 21, , 21, 24, 
2018/2/18, 20, , 32, 42, 
2018/2/19, 22, , 30, 39, 
2018/2/20, 27, , , , 
2018/2/25, 16, , , , 
2018/2/26, 27, , , , 
2018/2/27, 44, , 14, , 
2018/2/28, 44, , 19, , 
2018/3/1, 42, , 34, , 
2018/3/2, 59, , 35, , 
2018/3/3, 60, , 26, , 
2018/3/4, 41, , 34, , 
2018/3/5, 40, , 37, , 
2018/3/6, 69, , 35, , 
2018/3/7, 20, , 41, , 
2018/3/8, 25, , 47, , 
2018/3/9, 32, , 44, , 
2018/3/10, 34, , 28, , 
2018/3/11, 21, , 32, , 
2018/3/12, 19, , 25, , 
2018/3/13, 14, , 31, , 
2018/3/14, 20, , 19, , 
2018/3/15, 17, , 43, , 
2018/3/16, 19, , 24, , 
2018/3/17, 30, , 11, , 
2018/3/18, 21, , 24, , 
2018/3/19, 34, , 42, , 
2018/3/20, 43, , 40, , 
2018/3/21, 39, , 43, , 
2018/3/22, 35, , 41, , 
2018/3/23, 34, , 21, , 
2018/3/24, 23, , 38, , 
2018/3/25, 26, , 48, , 
2018/3/26, 51, , 37, , 
2018/3/27, 42, , 35, , 
2018/3/28, 14, , 39, , 
2018/3/29, 16, , 18, , 
2018/3/30, 11, , 28, , 
2018/3/31, 14, , 15, , 
2017/7/1, 12, , 27, 33, 
2017/7/2, 13, , 42, 51, 
2017/7/3, 16, , 47, 53, 
2017/7/4, 17, , 61, 57, 
2017/7/5, 23, , 66, 58, 
2017/7/6, 27, , 55, 55, 
2017/7/7, 29, , 42, 49, 
2017/7/8, 26, , 23, 24, 
2017/7/9, 20, , 40, 49, 
2017/7/10, 18, , 39, 50, 
2017/7/11, 15, , 38, 49, 
2017/7/12, 17, , 38, 48, 
2017/7/13, 16, , 46, 51, 
2017/7/14, 19, , 31, 37, 
2017/7/15, 18, , 35, 38, 
2017/7/16, 11, , 37, 39, 
2017/7/17, 15, , 33, 35, 
2017/7/18, 20, , 58, 58, 
2017/7/19, 18, , 54, 56, 
2017/7/20, 24, , 21, 24, 
2017/7/21, 19, , 43, 50, 
2017/7/22, 13, , 33, 40, 
2017/7/23, 16, , 33, 41, 
2017/7/24, 15, , 35, 46, 
2017/7/25, 12, , 36, 49, 
2017/7/26, 13, , 40, 51, 
2017/7/27, 15, , 41, 50, 
2017/7/28, 18, , 36, 44, 
2017/7/29, 19, , 31, 38, 
2017/7/30, 16, , 32, 42, 
2017/7/31, 17, , 37, 42, 
2017/8/1, 23, , 52, 51, 
2017/8/2, 26, , 53, 53, 
2017/8/3, 34, , 44, 49, 
2017/8/4, 38, , 31, 36, 
2017/8/5, 19, , 25, 29, 
2017/8/6, 15, , 14, 15, 
2017/8/7, 11, , 33, 42, 
2017/8/8, 14, , 28, 34, 
2017/8/9, 14, , 38, 49, 
2017/8/10, 16, , 38, 48, 
2017/8/11, 16, , 29, 38, 
2017/8/12, 13, , 21, 23, 
2017/8/13, 11, , 13, 14, 
2017/8/14, 10, , 35, 40, 
2017/8/15, 11, , 28, 36, 
2017/8/16, 18, , 47, 52, 
2017/8/17, 17, , 32, 39, 
2017/8/18, 26, , 27, 34, 
2017/8/19, 16, , 27, 33, 
2017/8/20, 10, , 39, 45, 
2017/8/21, 13, , 33, 37, 
2017/8/22, 19, , 31, 37, 
2017/8/23, 21, , 46, 53, 
2017/8/24, 23, , 47, 51, 
2017/8/25, 20, , 45, 48, 
2017/8/26, 21, , 34, 39, 
2017/8/27, 20, , 32, 39, 
2017/8/28, 25, , 21, 22, 
2017/8/29, 24, , 33, 39, 
2017/8/30, 19, , 42, 49, 
2017/8/31, 25, , 33, 42, 
2017/9/1, 16, , 18, 21, 
2017/9/2, 10, , 29, 35, 
2017/9/3, 10, , 38, 44, 
2017/9/4, 11, , 44, 52, 
2017/9/5, 17, , , , 
2017/9/10, 10, , 35, 45, 
2017/9/11, 10, , 38, 50, 
2017/9/12, 15, , 29, 39, 
2017/9/13, 13, , 35, 47, 
2017/9/14, 13, , 35, 45, 
2017/9/15, 13, , 34, 40, 
2017/9/16, 16, , 32, 38, 
2017/9/17, 15, , 40, 50, 
2017/9/18, 12, , 39, 47, 
2017/9/19, 17, , 42, 50, 
2017/9/20, 22, , 34, 42, 
2017/9/21, 21, , 42, 48, 
2017/9/22, 20, , 35, 40, 
2017/9/23, 26, , 36, 38, 
2017/9/24, 31, , 30, 33, 
2017/9/25, 23, , 30, 36, 
2017/9/26, 25, , 37, 44, 
2017/9/27, 25, , 41, 48, 
2017/9/28, 31, , 42, 50, 
2017/9/29, 29, , 27, 27, 
2017/9/30, 32, , 26, 33, 
2017/10/1, 20, , , , 
2017/4/1, 30, , 25, 28, 
2017/4/2, 25, , 36, 46, 
2017/4/3, 30, , 35, 45, 
2017/4/4, 32, , 44, 49, 
2017/4/5, 30, , 41, 51, 
2017/4/6, 28, , 39, 49, 
2017/4/7, 21, , 32, 37, 
2017/4/8, 36, , 40, 44, 
2017/4/9, 26, , 50, 54, 
2017/4/10, 21, , 38, 49, 
2017/4/11, 27, , 49, 52, 
2017/4/12, 28, , 46, 52, 
2017/4/13, 24, , 33, 38, 
2017/4/14, 21, , 30, 35, 
2017/4/15, 18, , 23, 30, 
2017/4/16, 15, , 20, 27, 
2017/4/17, 11, , 43, 52, 
2017/4/18, 10, , 30, 36, 
2017/4/19, 14, , 40, 48, 
2017/4/20, 15, , 51, 54, 
2017/4/21, 24, , 38, 45, 
2017/4/22, 24, , 30, 36, 
2017/4/23, 21, , 44, 47, 
2017/4/24, 16, , 52, 55, 
2017/4/25, 26, , 38, 50, 
2017/4/26, 23, , 38, 47, 
2017/4/27, 13, , 47, 54, 
2017/4/28, 12, , 38, 42, 
2017/4/29, 18, , 16, 12, 
2017/4/30, 13, , 28, 36, 
2017/5/1, 12, , 38, 47, 
2017/5/2, 10, , 43, 51, 
2017/5/3, 18, , 42, 48, 
2017/5/4, 23, , 37, 45, 
2017/5/5, 20, , 22, 24, 
2017/5/6, 17, , 28, 36, 
2017/5/7, 9, , 40, 49, 
2017/5/8, 12, , 35, 44, 
2017/5/9, 22, , 27, 32, 
2017/5/10, 13, , 35, 36, 
2017/5/11, 14, , 49, 51, 
2017/5/12, 17, , 35, 41, 
2017/5/13, 15, , 34, 37, 
2017/5/14, 15, , 37, 46, 
2017/5/15, 14, , 35, 39, 
2017/5/16, 16, , 30, 27, 
2017/5/17, 19, , 53, 55, 
2017/5/18, 19, , 51, 49, 
2017/5/19, 31, , 31, 40, 
2017/5/20, 17, , 18, 17, 
2017/5/21, 10, , 29, 36, 
2017/5/22, 14, , 58, 55, 
2017/5/23, 21, , 45, 51, 
2017/5/24, 23, , 28, 31, 
2017/5/25, 28, , 30, 30, 
